review;sentiment
"Smart locker ini membuat saya lebih tenang saat harus meninggalkan barang berharga.";Positive
"Akurasi face detection pada smart locker sangat mengesankan.";Positive
barcode recognition sering gagal mengenali wajah.;Negative
RFID tidak berfungsi dengan baik.;Negative
Sistem sering mengalami error.;Negative
Sistem berfungsi baik, tapi terkadang ada masalah kecil.;Neutral
Keamanan yang diberikan cukup baik, meski ada beberapa kendala.;Neutral
RFID kadang-kadang tidak terbaca dengan baik.;Negative
Pintu loker sering macet.;Negative
Proses pengenalan wajah sangat lambat.;Negative
RFID sering tidak responsif.;Negative
"Seneng pake locker ini, aman dan modern.";Positive
"Kadang barcode recognition-nya berfungsi, kadang nggak.";Neutral
"Nggak puas sama kualitasnya, sering rusak.";Negative
"barcode recognition-nya oke, nggak ada masalah.";Positive
"Kesel banget, sering nggak bisa dipake.";Negative
"Biasa aja sih, nggak terlalu istimewa.";Neutral
"Aman banget pake locker ini, recomended.";Positive
Proses pengenalan wajah terlalu lama.;Negative
Sistemnya cukup user-friendly, tapi kadang ngadat;Neutral
Pengenalan wajah sering gagal.;Negative
Harus mencoba beberapa kali agar loker terbuka.;Negative
Kartu RFID sulit dibaca oleh sistem.;Negative
RFID-nya cukup bagus, tapi ada beberapa error;Neutral
RFID tidak selalu bekerja.;Negative
Lokernya cukup modern, tapi bisa lebih praktis;Neutral
"Fitur face detection memberikan rasa aman tambahan bagi pengguna smart locker.";Positive
"Sering error, nggak efisien banget.";Negative
"Desain smart locker sangat intuitif dan user-friendly.";Positive
"Teknologi RFID pada smart locker benar-benar revolusioner.";Positive
barcode recognition sering tidak akurat.;Negative
"Proses face detection bekerja sangat cepat dan efisien.";Positive
"Smart locker ini sangat membantu mengurangi resiko kehilangan barang.";Positive
"Penggunaan RFID membuat akses ke smart locker lebih cepat dan mudah.";Positive
Loker tidak bisa terbuka dengan kartu RFID.;Negative
Lokernya cukup nyaman, tapi bisa lebih efisien;Neutral
barcode recognition-nya cukup baik, tapi kadang ngaco;Neutral
Loker sering tidak merespons kartu RFID.;Negative
Sistem tidak selalu merespons saat kartu RFID digunakan.;Negative
Kartu RFID sering tidak terbaca dengan baik.;Negative
RFID sering tidak merespons dengan baik.;Negative
Loker tidak berfungsi saat menggunakan kartu RFID.;Negative
Loker tidak berfungsi saat kartu RFID digunakan.;Negative
Locker ini lumayan lah, nggak buruk banget.;Neutral
Sistem pengenalan wajahnya oke, tapi kadang perlu dicoba beberapa kali.;Neutral
RFID-nya cukup baik, tapi butuh penyesuaian.;Neutral
"RFID smart locker sangat user-friendly dan mudah digunakan.";Positive
Lokernya buruk, engga presisi;Negative
"Fitur face detection meningkatkan keamanan smart locker secara signifikan.";Positive
"Desain ergonomis smart locker membuatnya mudah digunakan oleh semua orang.";Positive
"Teknologi RFID memastikan hanya pemilik yang bisa mengakses loker.";Positive
Pemindaian RFID tidak selalu berhasil pada percobaan pertama.;Neutral
Lokernya buruk, susah dipakai;Negative
Pengenalan wajah bisa lebih akurat.;Neutral
Sangat praktis digunakan untuk menyimpan barang di kampus.;Positive
barcode recognition sering gagal saat saya memakai masker.;Negative
RFID memudahkan akses ke locker dengan cepat.;Positive
Sistem keamanan locker ini bisa lebih baik.;Neutral
Teknologi yang digunakan pada locker ini sangat modern.;Positive
Kadang RFID tidak terbaca, sangat merepotkan.;Negative
barcode recognition sangat akurat dan responsif.;Positive
Loker ini praktis, namun ada beberapa kali kesalahan deteksi.;Neutral
Lokernya buruk, mahal tapi buruk;Negative
"RFID smart locker sangat memudahkan penyimpanan barang secara cepat dan aman.";Positive
"Desain smart locker ini sangat elegan dan futuristik.";Positive
"Dengan teknologi face detection, saya merasa barang saya lebih aman.";Positive
"Teknologi RFID membuat smart locker ini sangat mudah diakses.";Positive
RFID-nya buruk, sering ngadat;Negative
RFID membuat akses lebih cepat, tapi terkadang tidak terbaca.;Neutral
"Pengalaman menggunakan smart locker ini cukup memuaskan.";Positive
"Smart locker ini tidak layak untuk digunakan.";Negative
"Face detection pada smart locker bekerja sangat cepat dan efektif.";Positive
"Saya sangat puas dengan kinerja dan desain smart locker ini.";Positive
Pengenalan wajahnya oke, tapi kadang lambat.;Neutral
Kadang harus dicoba beberapa kali agar terbuka.;Neutral
"Harga mahal tapi nggak puas.";Negative
"Locker ini gampang banget dipake, praktis!";Positive
"Face detection memastikan hanya saya yang bisa membuka smart locker ini.";Positive
"Desain modern smart locker ini sangat cocok untuk lingkungan kampus.";Positive
Loker sering harus di-reset.;Neutral
barcode recognition kadang gagal, tapi RFID-nya membantu.;Neutral
"Sering rusak, nggak recomended.";Negative
"barcode recognition-nya bikin aman, recomended!";Positive
Loker ini lumayan, tapi kadang sistemnya error.;Neutral
"Seneng banget, fiturnya lengkap dan modern.";Positive
"Sering bermasalah, bikin kesel.";Negative
"Locker ini lumayan, nggak jelek juga.";Neutral
"Gampang dipake, suka banget!";Positive
"Kesel sering error, nggak efisien.";Negative
"barcode recognition-nya aman banget, suka!";Positive
"Harga mahal, kualitas biasa aja.";Neutral
"Sering nggak bisa diakses, ngecewain.";Negative
"Keren banget fiturnya, suka!";Positive
"Kadang berfungsi, kadang nggak.";Neutral
Loker sering tidak merespons saat menggunakan kartu RFID.;Negative
Pintu loker sering tidak terbuka dengan mudah.;Negative
Kartu RFID sering tidak terbaca oleh sistem.;Negative
Loker tidak merespons saat kartu RFID digunakan.;Negative
Sistem deteksi wajah cukup akurat, meski kadang lambat.;Neutral
Sistem ini sangat membantu, sangat direkomendasikan.;Positive
Lokernya jelek, susah dibuka;Negative
Penggunaan RFID sangat memudahkan, walau barcode recognition kadang lambat.;Neutral
Loker ini membantu keamanan, tapi kadang sistemnya tidak stabil.;Neutral
barcode recognition-nya lumayan akurat, meskipun tidak selalu.;Neutral
Sensor barcodenya jelek, sering ngaco;Negative
Loker ini cukup praktis, tapi butuh perbaikan di beberapa area.;Neutral
barcode recognition cukup akurat, namun ada beberapa kali error.;Neutral
RFID-nya jelek, engga responsif;Negative
barcode recognition-nya cepat dan akurat, jadi tidak perlu repot.;Positive
Software-nya buruk, sering crash;Negative
RFID sangat memudahkan akses, jadi tidak perlu bawa banyak kunci.;Positive
Loker ini modern dan praktis banget buat dipakai sehari-hari.;Positive
RFID tidak selalu terbaca oleh sistem.;Negative
Tidak selalu langsung terbuka, kadang harus coba ulang.;Neutral
Proses verifikasi wajahnya sedang-sedang saja.;Neutral
Lokernya buruk, engga worth it;Negative
Fiturnya buruk, banyak yang engga jalan;Negative
Kadang berhasil, kadang tidak.;Neutral
Bisa digunakan, meskipun ada beberapa kendala.;Neutral
Sistemnya cukup baik, tapi bisa lebih responsif.;Neutral
Pengaturannya buruk, ribet banget;Negative
Kombinasi barcode recognition dan RFID cukup baik, meski masih ada kekurangan.;Neutral
Pengalaman penggunaan cukup baik, walau ada beberapa masalah teknis.;Neutral
Lokernya buruk, terlalu sensitif;Negative
RFID sangat membantu, walaupun barcode recognition kadang bermasalah.;Neutral
Sistem sering mengalami error saat menggunakan kartu RFID.;Negative
Kartu RFID sering tidak merespons dengan baik.;Negative
Sistem pengenalan wajah sering mengalami masalah.;Negative
barcode recognition lumayan, tapi perlu peningkatan.;Neutral
"Kesel sering nggak berfungsi, nyesel deh.";Negative
"Locker ini lumayan oke, nggak jelek.";Neutral
"barcode recognition di smart locker sering bermasalah, mengecewakan.";Negative
"Penggunaan smart locker ini cukup praktis, meski kadang ada gangguan.";Neutral
"Saya merasa aman menggunakan smart locker ini, sangat puas.";Positive
"Smart locker ini sering error, membuat frustrasi.";Negative
"Harga smart locker ini terlalu mahal untuk kualitas yang diberikan.";Negative
"Smart locker ini sangat efisien dan mudah digunakan.";Positive
"barcode recognition di smart locker sering tidak berfungsi dengan baik.";Negative
"Pengalaman menggunakan smart locker ini cukup baik.";Neutral
"Smart locker ini sering mengalami gangguan teknis, mengecewakan.";Negative
"Fitur barcode recognition di smart locker ini sangat membantu.";Positive
"Sistem keamanan smart locker ini sangat baik.";Positive
"Kadang barcode recognition di smart locker ini tidak akurat.";Neutral
"Saya merasa kecewa dengan layanan smart locker ini.";Negative
"Smart locker ini cukup memadai, meski ada beberapa kekurangan.";Neutral
"barcode recognition di smart locker ini sangat canggih.";Positive
Sistemnya cukup efisien, tapi perlu peningkatan.;Neutral
barcode recognition bekerja dengan baik, meski tidak selalu.;Neutral
Loker ini mudah digunakan, tapi butuh penyempurnaan.;Neutral
Kombinasi teknologi cukup bagus, meski ada kekurangan.;Neutral
"Smart locker ini sangat tidak praktis, sering bermasalah.";Negative
"Desain smart locker ini sangat menarik dan modern.";Positive
"Saya merasa kecewa dengan kualitas smart locker ini.";Negative
"barcode recognition di smart locker ini sering gagal.";Negative
"Saya sering mengalami masalah teknis dengan smart locker ini.";Negative
"Smart locker ini memberikan solusi praktis untuk penyimpanan.";Positive
"Fitur barcode recognition di smart locker ini biasa saja.";Neutral
Fitur barcode recognition sering berfungsi, tapi tidak selalu.;Neutral
"Saya merasa sangat aman menggunakan smart locker ini.";Positive
"Fitur smart locker ini cukup standar.";Neutral
"Teknologi barcode recognition-nya bikin locker ini makin keren!";Positive
Kadang barcode recognition-nya nggak jalan, tapi overall oke.;Neutral
Smart locker ini lumayan, tapi barcode recognition-nya sering ngadat.;Negative
Sangat puas dengan barcode recognition di smart locker ini.;Positive
barcode recognition di smart locker ini sering nggak akurat.;Negative
"Penggunaan face detection membuat akses loker lebih aman dan praktis.";Positive
"Saya merasa kecewa dengan kinerja smart locker ini.";Negative
"Pengalaman menggunakan smart locker ini cukup baik.";Neutral
"Smart locker ini sangat inovatif dan canggih.";Positive
"barcode recognition di smart locker ini sangat tidak akurat.";Negative
Locker ini sangat praktis dan aman digunakan.;Positive
RFID kadang tidak berfungsi dengan baik.;Negative
Saya merasa sangat terbantu dengan adanya smart locker ini.;Positive
Keamanan locker masih perlu ditingkatkan.;Neutral
Teknologi RFID sangat memudahkan akses.;Positive
barcode recognition sering gagal mengenali wajah saya.;Negative
Locker ini sangat membantu saya menyimpan barang dengan aman.;Positive
"Saya merasa tidak puas dengan smart locker ini.";Negative
"Smart locker ini sangat membantu dalam menjaga keamanan barang-barang.";Positive
Proses verifikasinya oke, tapi ada sedikit jeda.;Neutral
Locker ini cukup baik, meski tidak sempurna.;Neutral
"Smart locker ini sering bermasalah, sangat mengecewakan.";Negative
barcode recognition sering tidak berfungsi dengan baik.;Negative
barcode recognition sangat memudahkan akses ke locker.;Positive
RFID sering gagal terbaca, sangat mengganggu.;Negative
Locker ini sangat efisien dan aman.;Positive
"RFID pada smart locker ini sangat responsif dan mudah digunakan.";Positive
"Teknologi face detection pada smart locker ini sangat memudahkan dan aman.";Positive
"Desain smart locker ini sangat menarik dan futuristik.";Positive
"Saya merasa sangat kecewa dengan kualitas smart locker ini.";Negative
"Smart locker ini sangat efisien dan mudah digunakan.";Positive
Pengenalan wajah cukup baik, meskipun tidak selalu akurat.;Neutral
Sistem kadang lambat merespons.;Neutral
RFID-nya kadang perlu dicoba beberapa kali.;Neutral
Lokernya jelek, susah dipakai;Negative
"Saya merasa sangat aman dengan adanya fitur RFID pada smart locker.";Positive
"Face detection pada smart locker ini sangat akurat dan cepat.";Positive
Smart locker ini memiliki desain yang menarik namun sulit untuk digunakan.;Negative
Pengalaman menggunakan smart locker ini cukup baik meskipun ada beberapa kekurangan.;Neutral
Pelayanan pengguna smart locker perlu ditingkatkan agar lebih responsif.;Negative
Fitur keamanan smart locker ini sangat canggih dan membuat saya merasa aman.;Positive
Saya agak kecewa dengan kualitas bahan dari smart locker ini.;Negative
Penggunaan smart locker ini tidak sesuai dengan harapan saya karena kurang fleksibel.;Negative
Aplikasi pendukung smart locker ini mudah digunakan dan membantu.;Positive
Smart locker ini tidak sesuai dengan kebutuhan saya karena kurang inovatif.;Neutral
Smart locker ini tidak terlalu menarik dan kurang inovatif.;Neutral
Saya merasa nyaman menggunakan smart locker ini setiap hari.;Positive
Kecepatan layanan dari smart locker ini cukup memuaskan.;Neutral
Saya merasa ragu dengan keamanan sistem smart locker ini.;Negative
Fitur-fitur dari smart locker ini sangat membantu dalam kegiatan sehari-hari.;Positive
Smart locker ini sulit untuk diakses oleh pengguna berkebutuhan khusus.;Negative
Desain aplikasi smart locker ini sederhana namun fungsional.;Neutral
Smart locker ini membuat aktivitas pengambilan barang menjadi lebih efisien.;Positive
Sistem operasional smart locker ini perlu ditingkatkan agar lebih stabil.;Negative
Pengalaman menggunakan smart locker ini biasa saja, tidak ada yang istimewa.;Neutral
Keamanan smart locker ini memuaskan dan membuat saya merasa tenang.;Positive
Pengaturan tata letak smart locker ini sangat efisien dan terorganisir.;Positive
Penggunaan smart locker ini mempermudah proses pengambilan barang.;Positive
Saya merasa kesulitan dalam menggunakan fitur-fitur smart locker ini.;Negative
Lokernya cukup praktis, tapi enggak sempurna;Neutral
Desain smart locker yang minimalis sangat cocok dengan gaya hidup saya.;Positive
Pelayanan pelanggan dari smart locker ini kurang memuaskan.;Negative
Aplikasi pendukung dari smart locker ini sulit untuk diakses.;Negative
RFID-nya lumayan responsif, tapi enggak selalu;Neutral
Responsivitas aplikasi smart locker ini perlu ditingkatkan agar lebih cepat.;Negative
Smart locker ini memberikan fleksibilitas yang cukup baik bagi pengguna.;Positive
Keamanan smart locker ini membuat saya merasa tenang dalam menyimpan barang berharga.;Positive
Saya merasa tidak nyaman dengan proses pengambilan barang menggunakan smart locker ini.;Negative
Sistemnya cukup stabil, meski kadang error;Neutral
barcode recognition-nya akurat, tapi bisa lebih baik;Neutral
Fitur-fitur tambahan dari smart locker ini sangat membantu dalam aktivitas harian.;Positive
Smart locker ini mudah untuk digunakan meskipun baru pertama kali.;Positive
Pengalaman menggunakan smart locker ini lebih baik dari yang saya perkirakan.;Positive
Desain fisik smart locker ini kurang menarik.;Negative
Smart locker ini memudahkan proses pengambilan barang dengan teknologi yang modern.;Positive
Pengalaman menggunakan smart locker ini tidak sesuai dengan harapan saya.;Negative
Aplikasi smart locker ini perlu diperbarui agar lebih user-friendly.;Negative
Smart locker ini memiliki fitur keamanan yang tangguh dan dapat diandalkan.;Positive
Sistem navigasi dari smart locker ini sangat baik dan intuitif.;Positive
Penggunaan smart locker ini membuat saya merasa aman dalam menyimpan barang berharga.;Positive
Fitur-fitur dari smart locker ini perlu ditingkatkan agar lebih fungsional.;Negative
Smart locker ini memberikan pengalaman yang cukup baik dalam pengambilan barang.;Neutral
Keamanan smart locker ini bisa lebih ditingkatkan lagi untuk keamanan maksimal.;Negative
Desain smart locker ini sangat simpel namun efektif.;Positive
Pengalaman menggunakan smart locker ini tidak sesuai dengan harapan saya.;Negative
Pelayanan pengguna smart locker ini sangat membantu namun perlu ditingkatkan.;Neutral
Smart locker ini sulit untuk diakses oleh pengguna dengan kebutuhan khusus.;Negative
Aplikasi pendukung dari smart locker ini memudahkan penggunaan sehari-hari.;Positive
Smart locker ini tidak sesuai dengan kebutuhan saya karena terlalu rumit.;Negative
Desain smart locker yang futuristik membuat saya terkesan.;Positive
Sistemnya sering error, bikin bete;Negative
Kadang barcode recognition-nya enggak akurat;Negative
Loker ini ribet banget;Negative
Smart locker ini memberikan kemudahan akses dan pengambilan barang.;Positive
Lokernya buruk, engga worth the money;Negative
Pengalaman menggunakan smart locker ini lebih baik dari yang saya harapkan.;Positive
Fitur keamanan dari smart locker ini sangat memuaskan.;Positive
Lokernya buruk, engga fleksibel;Negative
Smart locker ini memberikan keamanan yang optimal untuk menyimpan barang berharga.;Positive
Aplikasi pendukung dari smart locker ini tidak stabil dan sering error.;Negative
Kecepatan layanan dari smart locker ini sangat baik.;Positive
Penggunaan smart locker ini mempermudah proses pengambilan barang harian.;Positive
Lokernya buruk, engga sesuai ekspektasi;Negative
Sistem RFID tidak buruk dan sangat aman;Positive
Lokernya buruk, engga aman;Negative
Desain smart locker ini kurang menarik dan terkesan biasa saja.;Neutral
Lokernya tidak jelek, malah sangat bagus;Positive
Smart locker ini memiliki fitur yang cukup baik namun perlu ditingkatkan lagi.;Neutral
Barcode-nya aman dan sangat bisa diandalkan;Positive
Pengalaman menggunakan smart locker ini cukup memuaskan.;Neutral
Lokernya sangat nyaman dan efisien digunakan;Positive
Saya merasa kurang aman dengan keamanan smart locker ini.;Negative
Fitur-fitur tambahan dari smart locker ini sangat membantu dalam pengaturan barang.;Positive
Lokernya buruk, gampang rusak;Negative
Penggunaan smart locker ini mudah untuk digunakan namun perlu peningkatan fitur-fitur.;Neutral
Responsivitas aplikasi smart locker ini perlu diperbaiki agar lebih cepat.;Negative
Smart locker ini memberikan fleksibilitas yang baik bagi pengguna.;Positive
Desain smart locker ini sederhana namun fungsional.;Neutral
Lokernya buruk, ribet banget;Negative
Smart locker ini membantu dalam pengambilan barang namun kurang responsif.;Neutral
Layanannya buruk, engga profesional;Negative
Keamanan smart locker ini memberikan rasa aman dalam menyimpan barang.;Positive
Lokernya enggak bagus;Negative
barcode recognition-nya sering ngaco;Negative
Sistem keamanan smart locker ini standar untuk melindungi barang.;Neutral
Smart locker ini memberikan pengalaman pengguna yang nyaman dengan teknologi RFID.;Positive
Lokernya enggak bagus, karena RFID-nya sering enggak konek;Negative
RFID-nya sering enggak kebaca;Negative
Saya merasa tidak nyaman dengan proses pengambilan barang menggunakan smart locker ini.;Negative
Desain smart locker ini terlihat biasa saja namun cukup praktis.;Neutral
Face detection di smart locker ini memungkinkan saya untuk merasa lebih aman.;Positive
Fitur-fitur tambahan dari smart locker ini sangat membantu dalam aktivitas sehari-hari.;Positive
Smart locker ini mudah digunakan meskipun baru pertama kali.;Positive
Pengalaman menggunakan smart locker ini lebih baik dari yang saya perkirakan.;Positive
Desain fisik smart locker ini kurang menarik.;Negative
Smart locker ini memudahkan proses pengambilan barang dengan teknologi yang modern.;Positive
Pengalaman menggunakan smart locker ini tidak sesuai dengan harapan saya.;Negative
Aplikasi smart locker ini perlu diperbarui agar lebih user-friendly.;Negative
Smart locker ini memiliki fitur keamanan yang tangguh dan dapat diandalkan.;Positive
Sistem navigasi dari smart locker ini sangat baik dan intuitif.;Positive
Penggunaan smart locker ini membuat saya merasa aman dalam menyimpan barang berharga.;Positive
Fitur-fitur dari smart locker ini perlu ditingkatkan agar lebih fungsional.;Negative
Smart locker ini memberikan pengalaman yang baik dalam pengambilan barang.;Neutral
Keamanan smart locker ini bisa lebih ditingkatkan lagi untuk keamanan maksimal.;Negative
Desain smart locker ini sangat simpel namun efektif.;Positive
Pengalaman menggunakan smart locker ini tidak sesuai dengan harapan saya.;Negative
Pelayanan pengguna smart locker ini sangat membantu namun perlu ditingkatkan.;Neutral
Smart locker ini sulit untuk diakses oleh pengguna dengan kebutuhan khusus.;Negative
Aplikasi pendukung dari smart locker ini memudahkan penggunaan sehari-hari.;Positive
Smart locker ini tidak sesuai dengan kebutuhan saya karena terlalu rumit.;Negative
Penggunaan smart locker ini mempermudah proses pengambilan barang harian.;Positive
Desain smart locker ini kurang menarik dan terkesan biasa saja.;Neutral
Lokernya jelek, engga recommended;Negative
Smart locker ini memiliki fitur yang cukup baik namun perlu ditingkatkan lagi.;Neutral
Pengalaman menggunakan smart locker ini cukup memuaskan.;Neutral
Lokernya jelek, sering gagal;Negative
Loker ini cukup praktis, meski ada beberapa kendala.;Neutral
Smart locker ini memberikan opsi yang fleksibel untuk pengaturan penyimpanan.;Positive
Desain smart locker ini mengoptimalkan ruang penyimpanan dengan baik.;Positive
Lokernya jelek, engga user-friendly;Negative
Pengalaman menggunakan smart locker ini tidak mengecewakan.;Neutral
Fitur-fitur dari smart locker ini cukup memadai untuk penggunaan sehari-hari.;Neutral
Lokernya jelek, sering reboot;Negative
Smart locker ini memberikan kesan yang netral terhadap penggunaannya.;Neutral
Teknologi yang digunakan cukup canggih dan modern.;Positive
Kadang-kadang RFID tidak terbaca, sangat merepotkan.;Negative
Fitur barcode recognition sangat akurat dan cepat.;Positive
Saya tidak yakin dengan kehandalan RFID dalam jangka panjang.;Neutral
Sistem ini sangat membantu di perpustakaan kampus.;Positive
Saya merasa kurang aman dengan keamanan smart locker ini.;Negative
Sistem RFID pada smart locker ini bisa lebih dioptimalkan dalam pengelolaan akses.;Neutral
Smart locker ini memudahkan saya untuk mengatur barang dengan efisien.;Positive
Sistemnya bikin ribet;Negative
barcode recognition-nya lambat banget;Negative
Desain smart locker ini sederhana namun fungsional.;Neutral
Smart locker ini membantu dalam pengambilan barang namun kurang responsif.;Neutral
Lokernya enggak bagus, ribet pake banget;Negative
Sistem face detection pada smart locker ini perlu diperbarui untuk kinerja yang lebih baik.;Neutral
Lokernya buruk, barcodenya engga kebaca;Negative
RFID yang digunakan pada smart locker ini sangat andal dalam mengelola akses.;Positive
Smart locker ini memberikan solusi yang efisien untuk pengelolaan barang.;Positive
Fitur barcodenya buruk, engga akurat;Negative
Fitur-fitur tambahan dari smart locker ini sangat membantu dalam pengaturan barang.;Positive
Penggunaan smart locker ini mudah untuk digunakan namun perlu peningkatan fitur-fitur.;Neutral
Software buruk, banyak error;Negative
Desain smart locker ini sederhana namun tidak begitu menarik.;Neutral
Fitur-fitur dari smart locker ini cukup standar untuk digunakan.;Neutral
Fitur-fitur tambahan dari smart locker ini sangat membantu dalam kegiatan sehari-hari.;Positive
Smart locker ini memberikan fleksibilitas yang baik untuk penggunaannya.;Positive
Responsivitas aplikasi smart locker ini perlu diperbaiki agar lebih cepat.;Negative
Smart locker ini memberikan fleksibilitas yang baik bagi pengguna.;Positive
Aplikasi smart locker ini memiliki navigasi yang cukup mudah dipahami.;Neutral
Keamanan smart locker ini memberikan perlindungan yang lumayan.;Neutral
Sistem RFID pada smart locker ini perlu ditingkatkan dalam kecepatan akses.;Negative
Smart locker ini memberikan pengalaman yang cukup umum dalam penggunaannya.;Neutral
Smart locker ini memberikan kemudahan akses kapan pun dibutuhkan.;Positive
Desain smart locker ini cocok untuk berbagai jenis ruangan.;Positive
Smart locker ini belum memberikan pengalaman yang optimal dalam akses barang.;Negative
barcode recognition bekerja, tapi kadang kurang akurat.;Neutral
Penggunaan face detection di smart locker ini terkadang membingungkan.;Negative
RFID membantu akses, tapi kadang tidak terdeteksi.;Neutral
Face detection di smart locker ini terkadang tidak akurat dalam pengenalan wajah.;Negative
Loker ini efisien, tapi kadang bermasalah.;Neutral
Penggunaan smart locker ini mengurangi kekhawatiran tentang keamanan barang.;Positive
RFID-nya jelek, sering ngadat;Negative
Smart locker ini memberikan pengalaman yang menyenangkan dalam pengambilan barang.;Positive
Lokernya jelek, mahal tapi jelek;Negative
Fitur-fitur dari smart locker ini terintegrasi dengan baik untuk kenyamanan pengguna.;Positive
Pengaturan smart locker ini dapat disesuaikan sesuai kebutuhan pengguna.;Positive
Sistemnya cukup efisien, tapi masih bisa ditingkatkan;Neutral
Lokernya jelek, terlalu ribet;Negative
barcode recognition-nya cukup baik, tapi kadang lemot;Neutral
Penggunaan smart locker ini membantu mengurangi waktu untuk pengambilan barang.;Positive
Lokernya jelek, engga presisi;Negative
Pengalaman menggunakan smart locker ini lebih efisien daripada metode tradisional.;Positive
Loker ini lumayan praktis, tapi kadang sulit diakses.;Neutral
Sistemnya canggih, tapi ada kalanya error.;Neutral
RFID bekerja dengan baik, sangat puas.;Positive
Sistem ini sangat akurat, sangat membantu.;Positive
RFID sering error, sangat mengecewakan.;Negative
Loker sering bermasalah, sangat tidak praktis.;Negative
Pintu loker sering tidak terbuka, sangat merepotkan.;Negative
Loker ini cukup lumayan, meski ada beberapa kekurangan.;Neutral
Sistem keamanan smart locker ini memberikan rasa aman yang tinggi.;Positive
Sistem sering tidak berfungsi, sangat mengecewakan.;Negative
Smart locker ini memberikan kemudahan dalam mengelola penyimpanan barang.;Positive
Desain smart locker yang elegan membuat suasana lebih modern.;Positive
Smart locker ini sangat membantu dalam menyimpan barang-barang kecil.;Positive
RFID bekerja cukup baik, tapi kadang tidak terdeteksi.;Neutral
Deteksi wajah cukup cepat, tapi masih ada delay.;Neutral
RFID sering tidak respon, sangat mengganggu.;Negative
RFID sering tidak terdeteksi, sangat mengganggu.;Negative
Locker ini praktis dan memudahkan penyimpanan barang.;Positive
Sangat puas dengan teknologi yang digunakan pada locker ini.;Positive
barcode recognition sering gagal mendeteksi wajah saya, terutama saat saya memakai kacamata.;Negative
Keamanan locker ini masih bisa ditingkatkan.;Neutral
barcode recognition bekerja dengan baik dan cepat.;Positive
RFID kadang-kadang tidak bekerja dengan sempurna.;Negative
Saya merasa biasa saja dengan keamanan smart locker ini.;Neutral
Desain smart locker ini tidak terlalu mencolok namun cukup fungsional.;Neutral
Penggunaan smart locker ini tidak terlalu sulit namun memerlukan sedikit adaptasi.;Neutral
Aplikasi pendukung dari smart locker ini memiliki performa yang standar.;Neutral
Keamanan smart locker ini memberikan rasa aman yang memadai.;Neutral
Smart locker ini memberikan pengalaman pengguna yang standar.;Neutral
Desain smart locker ini tidak terlalu menarik namun cukup efektif.;Neutral
Pengalaman menggunakan smart locker ini tidak terlalu istimewa.;Neutral
Desain smart locker yang minimalis memberikan kesan ruang yang lebih lapang.;Positive
Aplikasi smart locker ini mudah diakses dan user-friendly.;Positive
Kecepatan layanan dari smart locker ini membuat pengguna merasa terlayani dengan baik.;Positive
Smart locker ini memberikan solusi praktis untuk menyimpan barang-barang penting.;Positive
RFID-nya cukup responsif, tapi kadang ngadat;Neutral
Software jelek, banyak bug;Negative
Lokernya enggak buruk, tapi butuh beberapa perbaikan;Neutral
RFID-nya cukup bagus, tapi ada kalanya gagal;Neutral
Deteksi wajah sering tidak akurat, sangat tidak membantu.;Negative
Proses verifikasi sangat lambat, sangat tidak efisien.;Negative
Desain smart locker yang ergonomis membuat pengguna merasa nyaman.;Positive
Aplikasi pendukung dari smart locker ini memiliki antarmuka yang intuitif.;Positive
Lokernya jelek, engga worth the money;Negative
Keamanan smart locker ini dapat dipercaya untuk melindungi barang pribadi.;Positive
Fitur-fitur dari smart locker ini tidak begitu berbeda dari yang lainnya.;Neutral
Smart locker ini memberikan pengalaman yang biasa dalam penggunaannya.;Neutral
Lokernya jelek, engga fleksibel;Negative
Smart locker ini memberikan pengalaman yang biasa-biasa saja dalam penggunaannya.;Neutral
Desain smart locker ini terlihat standard namun tidak terlalu menarik.;Neutral
Penggunaan smart locker ini tidak terlalu merepotkan namun tidak praktis juga.;Neutral
Lokernya jelek, bikin pusing;Negative
Fitur-fitur dari smart locker ini cukup untuk digunakan.;Neutral
Terkadang perlu beberapa kali mencoba sebelum berhasil.;Neutral
Pengenalan wajah tidak selalu tepat.;Neutral
Proses verifikasi RFID butuh beberapa kali percobaan.;Neutral
Loker sering butuh restart setelah beberapa kali penggunaan.;Neutral
Sistem bekerja, meski ada jeda.;Neutral
Pemindaian RFID kadang tidak langsung bekerja.;Neutral
Pengenalan wajah bisa lebih cepat dan akurat.;Neutral
Kadang butuh beberapa kali percobaan sebelum loker terbuka.;Neutral
Verifikasi wajah memerlukan waktu yang lebih lama.;Neutral
Sistem pengenalan wajah bisa lebih responsif.;Neutral
Smart locker ini memberikan pengalaman pengguna yang sangat praktis.;Positive
Saya suka bagaimana smart locker ini mudah digunakan.;Positive
"Sering banget nggak bisa diakses, kesel.";Negative
"Keren banget fiturnya lengkap, suka!";Positive
RFID-nya sering enggak detek;Negative
Loker ini bikin repot;Negative
"Kadang berfungsi, kadang nggak, bikin kesel.";Neutral
"Harga mahal tapi kualitas biasa aja.";Negative
Penggunaan teknologi face detection membuat smart locker ini sangat aman.;Positive
RFID pada smart locker ini sangat efisien dalam pengelolaan akses.;Positive
Sistem face detection pada smart locker ini bisa lebih responsif.;Neutral
RFID pada smart locker ini masih memerlukan beberapa peningkatan dalam kinerja.;Neutral
Smart locker ini memudahkan saya untuk menyimpan barang dengan cepat.;Positive
Penggunaan face detection pada smart locker ini terasa agak lambat.;Neutral
